"source","destination","targetPorts","bytesOut","bytesIn","durationSeconds","firstFlowDate","lastFlowDate","attemptCount"
"172.30.1.211","172.0.0.1",29,2610,90.0,0,"2013-04-03 00:26:46","2013-04-03 23:06:00",29
"172.30.0.4","10.170.32.239",2,13507,369.0,2,"2013-04-03 10:53:25","2013-04-03 10:58:40",2
"10.1.0.75","172.10.1.240",1,633,392.0,0,"2013-04-03 11:25:12","2013-04-03 11:25:12",1
"172.10.1.104","10.1.0.100",64,28781,616.84375,5,"2013-04-03 06:48:35","2013-04-03 14:51:12",64
"172.20.1.93","10.0.0.6",65,29224,632.0,5,"2013-04-03 06:50:58","2013-04-03 11:09:35",65
"172.30.1.146","10.0.0.6",81,36935,628.0,34,"2013-04-03 06:50:03","2013-04-03 12:04:33",81
"172.20.1.217","10.0.0.14",119,54032,628.1344538,56,"2013-04-03 06:49:01","2013-04-03 15:11:05",119
"172.10.0.6","172.30.1.137",4,296,0.0,0,"2013-04-03 02:18:00","2013-04-03 05:28:15",4
"172.20.2.90","10.0.0.9",65,30384,630.3384615,39,"2013-04-03 06:52:42","2013-04-03 11:13:34",65
"172.20.2.85","10.0.0.11",60,27294,631.2,8,"2013-04-03 06:51:57","2013-04-03 11:13:47",60
"172.20.1.21","239.255.255.250",23,4375,0.0,6,"2013-04-03 06:36:50","2013-04-03 06:36:59",23
"10.7.5.5","172.10.1.133",2,4835796,57353.0,82,"2013-04-03 10:27:49","2013-04-03 10:54:05",2
"10.0.0.7","172.30.2.88",1,632,391.0,0,"2013-04-03 10:10:46","2013-04-03 10:10:46",1
"172.30.1.225","10.0.0.12",111,50340,632.4414414,10,"2013-04-03 06:48:15","2013-04-03 15:16:34",111
"172.10.1.205","239.255.255.250",2,700,0.0,6,"2013-04-03 06:36:44","2013-04-03 06:36:51",2
"172.10.1.77","10.1.0.77",109,49892,632.5045872,58,"2013-04-03 06:48:39","2013-04-03 14:42:41",109
"172.10.2.79","10.0.0.10",122,52818,632.1147541,16,"2013-04-03 06:49:50","2013-04-03 14:49:00",122
"172.30.2.77","172.30.0.4",2,372,0.0,16,"2013-04-03 11:56:19","2013-04-03 11:57:03",2
"172.10.1.79","239.255.255.250",9,1925,0.0,6,"2013-04-03 06:36:20","2013-04-03 06:36:27",9
"172.10.1.236","10.0.0.8",71,32742,623.971831,21,"2013-04-03 06:49:07","2013-04-03 15:08:36",71
"172.20.1.18","10.0.0.13",70,31780,633.0,7,"2013-04-03 06:53:52","2013-04-03 11:10:17",70
"172.20.1.11","10.0.0.9",70,31777,609.8857143,19,"2013-04-03 06:48:58","2013-04-03 11:19:54",70
"172.20.2.75","10.0.0.13",73,33050,623.4794521,20,"2013-04-03 06:49:10","2013-04-03 11:12:37",73
"172.10.1.138","10.0.0.7",58,26627,632.0,20,"2013-04-03 06:53:13","2013-04-03 14:40:01",58
"172.10.1.36","10.0.0.11",109,50188,628.7522936,68,"2013-04-03 06:50:07","2013-04-03 15:04:18",109
"172.10.0.6","172.20.1.253",3,222,0.0,0,"2013-04-03 04:21:47","2013-04-03 18:16:46",3
"172.30.1.122","239.255.255.250",8,2100,0.0,12,"2013-04-03 06:35:52","2013-04-03 12:05:31",8
"10.1.0.75","172.30.2.63",1,633,392.0,0,"2013-04-03 09:34:57","2013-04-03 09:34:57",1
"172.30.1.197","10.0.0.11",68,30710,630.6176471,6,"2013-04-03 06:54:16","2013-04-03 12:03:54",68
"172.30.1.161","10.0.0.5",83,37491,623.7349398,41,"2013-04-03 06:49:04","2013-04-03 12:02:06",83
"10.7.5.5","172.10.1.121",4,18287462,110404.0,235,"2013-04-03 10:42:40","2013-04-03 12:06:25",4
"172.30.0.6","172.255.255.255",1,276,0.0,1,"2013-04-03 02:55:18","2013-04-03 02:55:18",1
"172.10.1.220","239.255.255.250",3,875,0.0,6,"2013-04-03 06:36:44","2013-04-03 06:36:51",3
"172.10.1.30","10.1.0.75",109,48594,620.8899083,20,"2013-04-03 06:49:47","2013-04-03 15:01:35",109
"172.30.1.67","10.0.0.6",89,40672,620.3146067,78,"2013-04-03 06:48:12","2013-04-03 12:13:28",89
"10.7.5.5","172.20.1.241",11,18298704,44182.18182,584,"2013-04-03 10:14:30","2013-04-03 11:24:09",11
"172.30.1.12","172.30.0.4",1,124,0.0,2,"2013-04-03 11:58:39","2013-04-03 11:58:39",1
"172.10.2.55","10.0.0.10",100,43098,626.13,18,"2013-04-03 06:51:05","2013-04-03 14:31:09",100
"172.30.1.15","10.0.0.6",82,36755,622.3170732,115,"2013-04-03 06:52:15","2013-04-03 12:13:04",82
"172.30.1.228","10.0.0.11",132,59874,633.0,4,"2013-04-03 06:48:32","2013-04-03 15:16:43",132
"172.20.2.56","10.0.0.11",69,31894,626.2898551,36,"2013-04-03 06:52:17","2013-04-03 11:18:27",69
"10.0.0.5","172.30.2.54",1,632,391.0,0,"2013-04-03 11:34:24","2013-04-03 11:34:24",1
"172.20.2.122","10.0.0.8",84,38076,627.1428571,20,"2013-04-03 06:50:48","2013-04-03 11:12:40",84
"172.30.1.176","10.0.0.8",90,41077,625.6666667,93,"2013-04-03 06:48:23","2013-04-03 11:54:43",90
"172.30.1.49","10.0.0.5",78,35355,616.5897436,31,"2013-04-03 06:48:10","2013-04-03 12:04:08",78
"10.0.0.5","172.30.1.228",1,632,391.0,0,"2013-04-03 10:57:46","2013-04-03 10:57:46",1
"172.10.1.227","10.1.0.77",92,41768,632.4130435,2,"2013-04-03 06:51:37","2013-04-03 14:26:38",92
"172.30.1.35","10.0.0.6",87,38850,620.9195402,64,"2013-04-03 06:47:55","2013-04-03 12:13:46",87
"10.200.20.2","172.20.0.4",668135,189741789,605.3890366,4343925,"2013-04-03 09:31:56","2013-04-03 11:42:33",668135
"172.10.1.215","10.0.0.5",85,39246,631.3647059,11,"2013-04-03 06:48:56","2013-04-03 15:17:53",85
"172.10.1.139","10.0.0.10",80,36462,612.8375,32,"2013-04-03 06:51:47","2013-04-03 15:14:11",80
"172.30.1.25","10.0.0.9",68,30750,632.0,0,"2013-04-03 06:59:32","2013-04-03 12:07:41",68
"172.10.1.73","10.0.0.12",104,47384,631.8846154,18,"2013-04-03 06:48:25","2013-04-03 15:14:09",104
"172.30.1.182","10.0.0.14",73,33548,630.7808219,13,"2013-04-03 06:48:04","2013-04-03 12:04:13",73
"10.0.0.5","172.10.2.81",1,632,367.0,0,"2013-04-03 11:39:34","2013-04-03 11:39:34",1
"172.30.1.155","10.0.0.8",61,27625,630.0983607,7,"2013-04-03 06:48:04","2013-04-03 11:47:59",61
"10.0.0.9","172.10.1.78",1,570,108.0,0,"2013-04-03 11:19:56","2013-04-03 11:19:56",1
"172.20.1.213","10.0.0.5",120,53878,616.65,78,"2013-04-03 06:49:21","2013-04-03 15:12:55",120
"172.30.2.122","10.0.0.9",57,25210,606.9824561,14,"2013-04-03 06:49:10","2013-04-03 12:12:36",57
"172.10.2.104","10.0.0.5",89,38386,631.3932584,8,"2013-04-03 06:49:22","2013-04-03 15:08:30",89
"172.10.1.80","10.1.0.75",109,49552,632.5045872,5,"2013-04-03 06:50:28","2013-04-03 15:07:22",109
"172.30.1.45","10.0.0.12",75,33950,623.84,15,"2013-04-03 06:48:09","2013-04-03 12:12:11",75
"172.30.1.71","172.30.0.4",1,186,0.0,8,"2013-04-03 11:56:43","2013-04-03 11:56:43",1
"172.30.2.118","10.0.0.10",64,28776,622.265625,11,"2013-04-03 06:50:11","2013-04-03 12:04:07",64
"172.10.1.205","10.0.0.12",103,46600,621.3106796,14,"2013-04-03 06:50:43","2013-04-03 15:16:40",103
"172.20.1.3","10.0.0.12",76,34854,633.0,23,"2013-04-03 06:53:20","2013-04-03 11:09:46",76
"172.30.1.146","10.0.0.9",90,40945,630.8,15,"2013-04-03 06:49:28","2013-04-03 12:01:05",90
"172.20.1.48","10.0.0.11",52,23262,618.75,2,"2013-04-03 06:55:19","2013-04-03 11:30:00",52
"172.30.1.67","10.1.0.75",62,28662,630.3870968,65,"2013-04-03 06:53:31","2013-04-03 12:13:52",62
"172.20.1.15","172.0.0.1",28,2880,93.21428571,19,"2013-04-03 00:45:07","2013-04-03 22:50:02",28
"172.20.0.3","172.20.1.149",1,317,0.0,0,"2013-04-03 07:25:02","2013-04-03 07:25:02",1
"172.30.1.150","10.0.0.9",78,35812,624.0,46,"2013-04-03 06:48:52","2013-04-03 11:41:50",78
"172.10.1.129","10.0.0.6",70,32168,632.0,20,"2013-04-03 06:58:30","2013-04-03 14:33:35",70
"172.20.2.75","239.255.255.250",4,1050,0.0,6,"2013-04-03 06:37:11","2013-04-03 06:37:18",4
"10.0.0.6","172.30.2.85",1,632,391.0,0,"2013-04-03 11:06:41","2013-04-03 11:06:41",1
"172.10.2.123","10.0.0.11",104,45186,631.4423077,17,"2013-04-03 06:50:56","2013-04-03 15:13:29",104
"172.30.1.118","172.0.0.1",23,2160,86.08695652,1,"2013-04-03 02:24:40","2013-04-03 12:05:31",23
"172.30.2.123","10.0.0.7",73,30758,575.6164384,30,"2013-04-03 06:48:30","2013-04-03 12:12:37",73
"172.10.0.6","172.30.2.133",14,1036,0.0,0,"2013-04-03 13:01:11","2013-04-03 23:16:52",14
"10.0.0.13","172.30.1.11",1,633,392.0,0,"2013-04-03 10:10:01","2013-04-03 10:10:01",1
"172.20.1.32","10.0.0.10",50,22254,619.26,0,"2013-04-03 06:51:52","2013-04-03 11:07:33",50
"172.30.2.123","172.30.0.4",5,930,0.0,42,"2013-04-03 11:54:48","2013-04-03 11:58:41",5
"172.10.1.148","10.1.0.100",70,31634,624.2857143,4,"2013-04-03 06:50:48","2013-04-03 15:16:08",70
"10.0.0.6","172.30.1.139",1,632,391.0,0,"2013-04-03 10:40:01","2013-04-03 10:40:01",1
"172.10.1.54","10.0.0.9",103,47428,624.815534,64,"2013-04-03 06:53:07","2013-04-03 14:55:27",103
"10.0.0.6","172.20.1.219",2,1202,249.5,0,"2013-04-03 10:03:05","2013-04-03 11:06:44",2
"172.30.1.178","239.255.255.250",3,875,0.0,6,"2013-04-03 06:43:26","2013-04-03 12:05:33",3
"172.20.1.235","172.0.0.1",25,2430,97.2,18,"2013-04-03 00:22:54","2013-04-03 22:50:16",25
"10.1.0.75","172.30.2.126",2,687,196.0,0,"2013-04-03 10:36:22","2013-04-03 11:03:18",2
"172.30.2.81","10.0.0.7",79,34541,596.5822785,87,"2013-04-03 06:48:32","2013-04-03 12:12:37",79
"172.10.1.165","10.1.0.77",74,33772,629.3513514,14,"2013-04-03 06:49:35","2013-04-03 14:57:10",74
"172.20.1.73","10.7.5.5",67,3885625,2382949.328,3126,"2013-04-03 10:09:51","2013-04-03 11:13:59",67
"172.10.2.78","10.0.0.5",90,38483,613.4222222,33,"2013-04-03 06:52:57","2013-04-03 15:17:35",90
"172.10.1.243","239.255.255.250",4,1050,0.0,6,"2013-04-03 06:36:44","2013-04-03 06:36:51",4
"10.0.0.12","172.30.2.55",1,633,392.0,0,"2013-04-03 10:44:46","2013-04-03 10:44:46",1
"172.10.1.172","10.0.0.7",77,34989,632.0,4,"2013-04-03 06:51:18","2013-04-03 14:54:25",77
"172.10.1.165","10.7.5.5",212,16125408,3238593.226,4290,"2013-04-03 10:13:49","2013-04-03 15:05:11",212
"172.10.1.15","10.0.0.8",127,56808,613.8582677,39,"2013-04-03 06:53:15","2013-04-03 15:07:22",127
"10.0.0.8","172.10.1.215",1,570,108.0,0,"2013-04-03 09:53:10","2013-04-03 09:53:10",1
"172.10.1.112","10.1.0.77",83,37282,624.7228916,4,"2013-04-03 06:50:13","2013-04-03 14:48:34",83
"10.7.5.5","172.20.2.96",1,1334490,30538.0,24,"2013-04-03 11:18:52","2013-04-03 11:18:52",1
"172.10.1.158","10.199.250.2",36,57078,65901.11111,27,"2013-04-03 07:15:27","2013-04-03 10:10:26",36
"10.1.0.75","172.10.1.194",1,633,392.0,0,"2013-04-03 09:49:10","2013-04-03 09:49:10",1
"172.30.1.85","10.0.0.14",78,34464,599.9487179,29,"2013-04-03 06:56:54","2013-04-03 12:09:22",78
"172.30.2.66","10.0.0.7",74,32966,601.3783784,509,"2013-04-03 06:48:13","2013-04-03 12:12:37",74
"172.10.2.55","10.0.0.12",112,47684,622.1785714,10,"2013-04-03 06:50:49","2013-04-03 14:54:25",112
"172.10.1.238","10.0.0.9",108,49436,632.0,15,"2013-04-03 06:49:20","2013-04-03 15:18:09",108
"172.10.1.142","10.0.0.6",87,39273,625.3563218,21,"2013-04-03 06:50:08","2013-04-03 15:08:22",87
"10.1.0.76","172.30.2.143",1,633,392.0,0,"2013-04-03 10:28:26","2013-04-03 10:28:26",1
"172.30.1.162","10.0.0.7",63,28377,621.1111111,15,"2013-04-03 06:49:16","2013-04-03 12:03:31",63
"172.10.2.71","10.0.0.11",110,47844,631.0363636,52,"2013-04-03 06:52:30","2013-04-03 15:14:17",110
"172.20.2.142","10.0.0.11",53,24292,633.0,3,"2013-04-03 06:50:43","2013-04-03 11:11:02",53
"172.10.2.63","10.0.0.14",105,45932,631.3809524,23,"2013-04-03 06:49:00","2013-04-03 15:07:57",105
"172.20.1.24","239.255.255.250",25,4725,0.0,6,"2013-04-03 06:36:50","2013-04-03 06:36:59",25
"172.10.1.136","10.0.0.10",99,44722,622.4747475,19,"2013-04-03 06:49:08","2013-04-03 15:11:02",99
"172.10.0.6","172.30.1.47",12,888,0.0,0,"2013-04-03 04:57:36","2013-04-03 22:13:19",12
"172.10.1.183","10.0.0.5",75,34433,632.0,13,"2013-04-03 06:52:36","2013-04-03 15:06:39",75
"172.10.2.71","239.255.255.250",6,1400,0.0,6,"2013-04-03 06:36:41","2013-04-03 06:36:48",6
"172.20.2.121","10.0.0.10",67,30364,632.1940299,27,"2013-04-03 06:55:00","2013-04-03 11:11:36",67
"172.30.1.60","10.0.0.11",69,31556,625.5072464,10,"2013-04-03 06:50:44","2013-04-03 12:13:21",69
"172.10.2.73","10.0.0.12",100,43412,630.84,20,"2013-04-03 06:49:47","2013-04-03 15:04:25",100
"172.30.2.73","10.0.0.12",71,31664,613.6478873,73,"2013-04-03 06:51:23","2013-04-03 12:12:37",71
"10.0.0.5","172.10.1.7",1,570,108.0,0,"2013-04-03 10:15:28","2013-04-03 10:15:28",1
"10.0.0.6","172.20.1.6",1,632,391.0,0,"2013-04-03 10:03:11","2013-04-03 10:03:11",1
"172.10.0.6","172.30.2.93",14,1036,0.0,0,"2013-04-03 13:12:44","2013-04-03 23:16:36",14
"172.20.1.92","10.0.0.9",50,22251,620.44,0,"2013-04-03 06:54:20","2013-04-03 11:09:57",50
"172.30.1.128","172.0.0.1",19,1980,99.47368421,1,"2013-04-03 00:59:25","2013-04-03 12:05:30",19
"172.30.1.79","10.0.0.13",70,30710,599.2571429,166,"2013-04-03 06:47:59","2013-04-03 12:11:24",70
"172.10.0.6","172.20.1.232",5,370,0.0,0,"2013-04-03 04:21:46","2013-04-03 20:17:14",5
"172.10.1.126","10.1.0.100",71,32767,634.0,16,"2013-04-03 07:09:02","2013-04-03 13:57:14",71
"172.20.1.13","10.0.0.5",66,29844,632.0,0,"2013-04-03 06:48:53","2013-04-03 11:27:09",66
"172.30.1.230","10.0.0.13",120,54196,628.2416667,7,"2013-04-03 06:52:37","2013-04-03 15:09:56",120
"10.0.0.13","172.20.1.23",2,1266,392.0,0,"2013-04-03 10:23:50","2013-04-03 10:58:23",2
"172.30.1.54","10.0.0.14",81,36442,616.1358025,152,"2013-04-03 06:48:27","2013-04-03 12:12:28",81
"172.20.1.243","10.0.0.11",121,54380,623.0495868,42,"2013-04-03 06:49:42","2013-04-03 14:53:24",121
"172.30.1.31","10.0.0.9",79,35105,621.8481013,19,"2013-04-03 06:48:16","2013-04-03 12:05:30",79
"172.30.1.73","10.0.0.12",78,35696,631.6153846,11,"2013-04-03 06:58:38","2013-04-03 12:13:52",78
"172.10.1.85","10.0.0.12",116,52610,630.2068966,17,"2013-04-03 07:00:30","2013-04-03 15:16:50",116
"10.0.0.14","172.30.1.237",1,571,108.0,0,"2013-04-03 09:53:10","2013-04-03 09:53:10",1
"172.20.1.71","10.0.0.11",79,36164,609.9493671,16,"2013-04-03 06:53:37","2013-04-03 11:12:29",79
"10.0.0.6","172.30.1.34",1,632,391.0,0,"2013-04-03 10:44:02","2013-04-03 10:44:02",1
"10.0.0.8","172.30.1.9",1,632,391.0,0,"2013-04-03 09:39:54","2013-04-03 09:39:54",1
"172.10.0.6","172.20.1.82",16,1184,0.0,0,"2013-04-03 04:21:42","2013-04-03 23:17:57",16
"10.0.0.12","172.10.1.172",2,1266,392.0,0,"2013-04-03 10:13:17","2013-04-03 10:33:07",2
"172.10.1.42","10.1.0.76",90,40914,637.5444444,10,"2013-04-03 06:48:38","2013-04-03 15:06:29",90
"172.20.2.113","10.0.0.5",72,32736,631.25,5,"2013-04-03 06:51:10","2013-04-03 11:24:22",72
"172.30.1.19","10.0.0.11",89,40198,635.7752809,35,"2013-04-03 06:48:46","2013-04-03 12:10:42",89
"172.30.1.238","10.0.0.6",125,55714,622.32,14,"2013-04-03 06:51:04","2013-04-03 15:14:15",125
"10.0.0.14","172.20.2.96",2,1266,392.0,0,"2013-04-03 09:57:49","2013-04-03 10:16:14",2
"172.20.1.29","172.0.0.1",25,3150,126.0,21,"2013-04-03 00:45:07","2013-04-03 22:15:54",25
"172.10.1.195","10.0.0.12",81,36962,625.2839506,13,"2013-04-03 06:48:47","2013-04-03 15:07:43",81
"172.20.1.223","10.0.0.7",123,56026,626.8617886,68,"2013-04-03 06:49:57","2013-04-03 14:56:55",123
"172.10.1.110","10.0.0.7",77,35231,626.0,30,"2013-04-03 06:58:54","2013-04-03 15:15:34",77
"172.30.1.204","10.0.0.7",97,43496,625.4845361,2,"2013-04-03 06:48:02","2013-04-03 15:16:51",97
"172.20.2.145","10.0.0.12",60,27292,630.0333333,16,"2013-04-03 06:49:05","2013-04-03 11:17:04",60
"10.0.0.9","172.30.1.203",1,632,391.0,0,"2013-04-03 10:11:53","2013-04-03 10:11:53",1
"172.10.2.124","10.0.0.9",109,46406,624.6422018,27,"2013-04-03 06:50:00","2013-04-03 15:06:57",109
"172.10.1.179","10.0.0.5",90,40824,631.4,6,"2013-04-03 06:51:11","2013-04-03 14:30:32",90
"172.10.0.6","172.30.1.102",3,222,0.0,0,"2013-04-03 02:17:46","2013-04-03 05:28:02",3
"172.10.1.85","10.0.0.5",96,43970,623.5,39,"2013-04-03 06:50:35","2013-04-03 14:58:15",96
"10.0.0.14","172.10.2.71",3,1721,194.6666667,3,"2013-04-03 09:42:36","2013-04-03 10:35:18",3
"172.30.1.225","239.255.255.250",6,1400,0.0,6,"2013-04-03 06:36:13","2013-04-03 06:36:20",6
"172.10.1.216","10.0.0.9",104,46908,621.9230769,33,"2013-04-03 06:49:17","2013-04-03 15:15:20",104
"172.10.2.75","172.0.0.1",28,2610,83.57142857,0,"2013-04-03 01:02:16","2013-04-03 23:15:00",28
"172.10.1.91","10.1.0.75",118,53408,627.6355932,34,"2013-04-03 06:48:20","2013-04-03 14:55:04",118
"172.30.1.173","10.0.0.12",70,31902,619.0,18,"2013-04-03 06:50:46","2013-04-03 12:05:18",70
"10.0.0.13","172.30.1.52",1,54,0.0,0,"2013-04-03 10:03:41","2013-04-03 10:03:41",1
"172.30.1.131","10.0.0.8",69,31885,631.2173913,36,"2013-04-03 06:48:16","2013-04-03 11:48:43",69
"172.10.0.6","172.10.1.236",4,296,0.0,0,"2013-04-03 04:21:02","2013-04-03 20:16:30",4
"172.10.1.116","10.0.0.11",97,44452,627.1134021,42,"2013-04-03 06:48:44","2013-04-03 15:15:16",97
"172.10.1.47","10.1.0.76",125,56412,624.232,16,"2013-04-03 06:51:16","2013-04-03 15:08:56",125
"172.30.1.89","172.30.0.4",1,186,0.0,8,"2013-04-03 11:57:56","2013-04-03 11:57:56",1
"172.30.1.169","239.255.255.250",19,4025,0.0,12,"2013-04-03 06:35:51","2013-04-03 06:43:26",19
"172.30.1.124","10.0.0.13",66,30086,626.8030303,18,"2013-04-03 06:49:45","2013-04-03 12:05:16",66
"172.10.1.137","10.0.0.7",51,23332,632.0,8,"2013-04-03 06:52:08","2013-04-03 15:08:29",51
"172.30.1.251","10.0.0.6",110,49843,622.1272727,23,"2013-04-03 06:49:03","2013-04-03 14:58:13",110
"172.10.2.88","10.0.0.9",101,43426,626.8910891,101,"2013-04-03 06:50:13","2013-04-03 14:56:19",101
"172.10.1.106","10.0.0.11",77,34971,610.5454545,110,"2013-04-03 06:48:50","2013-04-03 14:42:18",77
"172.10.2.143","10.0.0.5",115,49811,627.0434783,23,"2013-04-03 06:48:44","2013-04-03 15:13:20",115
"172.20.1.69","239.255.255.250",8,1750,0.0,6,"2013-04-03 06:36:52","2013-04-03 06:36:59",8
"172.10.1.219","10.1.0.77",77,35080,625.4805195,27,"2013-04-03 06:56:00","2013-04-03 15:06:21",77
"172.10.2.133","10.0.0.5",103,43611,622.5631068,23,"2013-04-03 06:49:06","2013-04-03 14:28:30",103
"10.0.0.11","172.20.1.215",1,571,108.0,0,"2013-04-03 10:51:50","2013-04-03 10:51:50",1
"172.10.1.43","10.0.0.14",92,41836,626.7065217,23,"2013-04-03 06:51:34","2013-04-03 15:04:41",92
"10.0.0.5","172.20.1.87",1,570,108.0,0,"2013-04-03 10:18:54","2013-04-03 10:18:54",1
"10.0.0.14","172.10.2.93",2,687,184.0,3,"2013-04-03 10:01:46","2013-04-03 10:45:54",2
"172.10.2.108","10.0.0.5",114,49115,626.9298246,26,"2013-04-03 06:51:20","2013-04-03 15:08:15",114
"10.0.0.13","172.30.1.99",1,571,108.0,0,"2013-04-03 10:06:02","2013-04-03 10:06:02",1
"172.10.2.92","10.0.0.5",116,49764,630.6034483,21,"2013-04-03 06:49:13","2013-04-03 15:02:00",116
"172.10.1.172","10.0.0.11",67,30072,623.5522388,3,"2013-04-03 06:51:53","2013-04-03 14:48:15",67
"172.10.1.74","10.0.0.14",104,47676,632.4807692,12,"2013-04-03 06:48:22","2013-04-03 15:00:20",104
"172.20.0.4","172.20.1.143",79,4330240,0.0,285,"2013-04-03 06:49:36","2013-04-03 07:57:31",79
"10.0.0.11","172.30.1.232",1,633,392.0,0,"2013-04-03 10:08:01","2013-04-03 10:08:01",1
"172.30.2.109","172.30.0.4",1,186,0.0,9,"2013-04-03 11:56:33","2013-04-03 11:56:33",1
"172.30.1.89","10.1.0.75",88,39802,623.2613636,52,"2013-04-03 06:48:01","2013-04-03 12:12:28",88
"172.30.1.147","10.0.0.12",64,28960,623.109375,6,"2013-04-03 06:49:30","2013-04-03 11:54:23",64
"10.0.0.9","172.20.2.52",1,632,391.0,2,"2013-04-03 09:53:34","2013-04-03 09:53:34",1
"172.20.1.10","10.0.0.14",69,31840,623.942029,18,"2013-04-03 06:56:42","2013-04-03 11:23:01",69
"10.57.81.245","172.30.0.4",1587,944519,10594.80655,2760,"2013-04-03 00:12:13","2013-04-03 15:48:29",1587
"172.30.1.33","10.0.0.10",72,31726,601.0555556,6,"2013-04-03 06:50:28","2013-04-03 12:11:39",72
"172.10.0.6","172.10.2.70",2,148,0.0,0,"2013-04-03 06:48:21","2013-04-03 19:16:40",2
"172.30.1.89","10.0.0.5",82,37097,613.0243902,50,"2013-04-03 06:48:50","2013-04-03 12:12:01",82
"172.20.1.64","10.0.0.14",70,32064,627.1571429,25,"2013-04-03 06:49:23","2013-04-03 11:07:48",70
"172.30.1.174","10.0.0.14",87,39506,632.3793103,3,"2013-04-03 06:49:19","2013-04-03 11:59:38",87
"172.30.1.18","10.0.0.14",75,33350,615.2933333,35,"2013-04-03 06:51:44","2013-04-03 12:06:38",75
"172.10.1.247","10.0.0.14",104,46640,626.8365385,4,"2013-04-03 06:48:44","2013-04-03 15:14:38",104
"172.30.2.119","10.0.0.12",79,34504,604.7594937,183,"2013-04-03 06:51:04","2013-04-03 12:12:37",79
"10.0.0.7","172.10.1.80",1,632,391.0,0,"2013-04-03 09:59:26","2013-04-03 09:59:26",1
"172.10.1.178","10.7.5.5",227,17626197,3276935.7,5703,"2013-04-03 10:30:59","2013-04-03 15:13:46",227
"172.20.2.123","10.0.0.10",81,35880,617.2716049,11,"2013-04-03 06:50:50","2013-04-03 11:16:18",81
"10.0.0.5","172.10.1.189",2,1210,391.0,2,"2013-04-03 10:12:21","2013-04-03 11:44:39",2
"172.10.2.85","10.0.0.7",83,35650,619.5662651,5,"2013-04-03 06:51:11","2013-04-03 14:55:22",83
"10.0.0.11","172.10.1.253",1,571,108.0,0,"2013-04-03 10:01:59","2013-04-03 10:01:59",1
"172.20.1.88","10.0.0.10",65,29394,623.1384615,32,"2013-04-03 06:50:17","2013-04-03 11:22:03",65
"172.10.2.60","10.0.0.12",123,52744,626.9756098,22,"2013-04-03 06:48:56","2013-04-03 15:10:26",123
"172.30.1.84","10.0.0.10",81,36574,601.8395062,67,"2013-04-03 06:48:11","2013-04-03 12:13:19",81
"10.0.0.8","172.30.2.121",1,570,108.0,0,"2013-04-03 09:46:03","2013-04-03 09:46:03",1
"172.10.1.112","10.199.250.2",38,93418,69794.52632,368,"2013-04-03 07:15:41","2013-04-03 10:11:58",38
"172.10.2.135","239.255.255.250",2,700,0.0,6,"2013-04-03 06:36:42","2013-04-03 06:36:48",2
"172.30.1.175","172.0.0.1",19,3240,170.5263158,33,"2013-04-03 00:59:25","2013-04-03 12:05:35",19
"172.30.2.65","10.0.0.12",85,37234,593.9529412,95,"2013-04-03 06:50:47","2013-04-03 12:12:37",85
"172.10.0.6","172.20.2.48",13,962,0.0,0,"2013-04-03 04:22:08","2013-04-03 23:18:23",13
"172.20.1.82","10.0.0.9",77,35002,631.2987013,3,"2013-04-03 06:49:30","2013-04-03 11:09:12",77
"172.10.1.149","10.1.0.76",74,33840,616.1081081,20,"2013-04-03 06:52:31","2013-04-03 14:49:36",74
"172.10.0.6","172.10.2.88",4,296,0.0,0,"2013-04-03 06:48:23","2013-04-03 20:16:57",4
"172.30.1.5","10.0.0.14",66,29172,604.3484848,3,"2013-04-03 06:49:36","2013-04-03 12:08:44",66
"172.20.0.3","172.20.1.159",1,317,0.0,0,"2013-04-03 07:28:29","2013-04-03 07:28:29",1
"10.0.0.5","172.20.2.63",3,1896,391.0,0,"2013-04-03 10:00:07","2013-04-03 10:44:29",3
"172.30.1.79","10.0.0.8",66,29627,621.6060606,14,"2013-04-03 06:51:00","2013-04-03 12:07:55",66
"172.10.1.161","10.1.0.100",66,30207,624.5151515,9,"2013-04-03 06:57:11","2013-04-03 15:04:43",66
"172.10.1.171","10.1.0.100",78,35898,633.3076923,9,"2013-04-03 06:49:13","2013-04-03 14:27:59",78
"172.20.1.53","10.0.0.9",70,31656,630.4571429,0,"2013-04-03 06:51:27","2013-04-03 11:08:16",70
"172.30.2.91","10.0.0.14",77,33542,604.7272727,7,"2013-04-03 06:49:58","2013-04-03 12:12:36",77
"172.10.2.68","10.0.0.7",109,46661,621.0458716,58,"2013-04-03 06:50:43","2013-04-03 15:10:59",109
"172.20.1.88","172.0.0.1",30,3060,87.0,19,"2013-04-03 00:45:07","2013-04-03 21:50:20",30
"172.20.1.52","172.0.0.1",25,2520,100.8,18,"2013-04-03 00:45:07","2013-04-03 22:15:54",25
"172.20.1.7","10.0.0.14",74,33542,631.5405405,2,"2013-04-03 06:55:05","2013-04-03 11:08:05",74
"172.30.1.33","239.255.255.250",33,6825,0.0,18,"2013-04-03 06:35:21","2013-04-03 06:44:08",33
"172.20.1.232","10.0.0.11",115,52264,632.0608696,36,"2013-04-03 06:49:27","2013-04-03 15:04:24",115
"172.30.2.59","10.0.0.8",79,35454,628.3797468,140,"2013-04-03 06:48:41","2013-04-03 12:06:50",79
